X,Y,OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID
-93.5222281599999,47.2200082890001,293757,23873278,,DEFAULT,,,IROC,,,MNMNCC,,,,,,,,,,,,,,,2023/01/09 21:09:00+00,,,,,,,,,EACC,,,,,,CY23 SUF WZ RX Support,,RX,FI,,,,,{D369D49F-070B-480B-8974-92D264B3E32B},,0,,,,,,000010,IROC,,,,Itasca,MNMNCC,27061,,,,Private,Private,,,,,,,EA01,USFS,MNSUF,US-MN,,,,,,2023-MNSUF-000010,No Decision,,,,2023/01/09 21:10:48+00,2023/01/09 21:10:48+00,0,,,{C3DE15A4-2B92-4426-B3B3-D92D221617D1},{531E7FC3-FA1C-4C2E-A61A-0AF75510A81D}
-115.162912816,43.6156060490001,293760,27361190,,DEFAULT,,,wildcad,1,1,IDSCC,,,,,,,,,,Undetermined,,,,,2023/01/03 21:55:01+00,,,,,,,,,GBCC,,,,,,Fairfield Pile Burn RX,,RX,FI,43.6156,-115.1629,,,{DAE2F7CB-81A2-43CB-A75C-B1EFB2ED0E53},,0,0,0,0,0,,000007,wildcad,,,,Elmore,IDSCC,16039,USFS,IDSTF,,USFS,Federal,,,,,,,GB05,USFS,IDSTF,US-ID,,,,,,2023-IDSTF-000007,No Decision,,,,2023/01/09 20:29:04+00,2023/03/31 17:43:02+00,0,,,{DAE2F7CB-81A2-43CB-A75C-B1EFB2ED0E53},{06903D48-A442-4B04-A434-17FB8CC90B93}
-93.5222281599999,47.2200082890001,293761,23873277,,DEFAULT,,,IROC,,,MNMNCC,,,,,,,,,,,,,,,2023/01/09 21:07:00+00,,,,,,,,,EACC,,,,,,CY23 CPF RX Support,,RX,FI,,,,,{75A60A2D-D275-4F0B-B12D-A2F78FCC8CF0},,0,,,,,,000009,IROC,,,,Itasca,MNMNCC,27061,,,,Private,Private,,,,,,,EA01,USFS,MNCPF,US-MN,,,,,,2023-MNCPF-000009,No Decision,,,,2023/01/09 21:09:26+00,2023/01/09 21:09:26+00,0,,,{98AB3A8A-90EE-4475-8F5B-633F42089EE7},{677754BD-93CB-4111-959E-B2BD38980B09}
-95.860447802,39.374976954,293762,23873271,,FIREREPORTING,2023/01/08 20:50:00+00,2023/01/22 12:59:59+00,wildcad,5,3,COPBC,,,,,,,,,,Human,,,P453,,2023/01/08 19:12:59+00,,2023/02/09 16:40:00+00,,,,,PA,1522,RMCC,,,,,,1 ALPHA 23,,WF,FI,39.37497,-95.86044,3,,{BDC3D5AD-C6D6-4F7E-9646-1F228E705BB8},,0,1,0,0,0,,000008,wildcad,,,,Jackson,COPBC,20085,,,,Private,Private,,,,,,,RM28,BIA,KSHOA,US-KS,,,,,,2023-KSHOA-000008,No Decision,,,,2023/01/09 20:56:57+00,2023/02/09 17:32:26+00,0,,,{41FD71B2-8FE4-4ABD-A386-EBC3FB4360A6},{E48BF2E5-B738-41D9-81BB-FC5A5CBCAE91}
-81.699623222,29.1165554720001,293764,23873282,,FIREREPORTING,2023/01/09 21:14:59+00,2023/01/09 21:14:59+00,wildcad,0.2,0.2,FLFIC,,,,,,,,,,Human,,,P455,,2023/01/09 20:55:00+00,,2023/01/09 21:14:59+00,,,,,P8,0805,SACC,,,,,,Bombing Range,,WF,FI,29.11655,-81.69962,0.2,,{926D1028-DF5E-4C1F-9B59-E66CF6131A12},,0,0,0,0,0,,000078,wildcad,,,,Marion,FLFIC,12083,USFS,FLFNF,,USFS,Federal,,,,,,,SA48,USFS,FLFNF,US-FL,,,,,,2023-FLFNF-000078,No Decision,,,,2023/01/09 21:37:10+00,2023/01/09 21:43:00+00,0,,,{11408682-D91E-4BAC-8211-CE08F1CCA06C},{78AB84FD-E4B7-41A7-91CC-E7D9ECD9DD22}
-103.443010333,44.124027111,293770,23873287,,FIREREPORTING,2023/01/10 19:18:00+00,2023/01/10 19:18:00+00,wildcad,0.56,0.1,SDGPC,,,,,,,,,,Human,,,P458,,2023/01/09 22:05:00+00,,2023/01/18 22:41:00+00,,,,,PN,1522,RMCC,,,,,,Bogus,,WF,FI,44.12396,-103.4366,0.1,,{E94DF974-938C-46A4-AC25-920620E259E5},,0,1,0,0,0,,230055,wildcad,,,,Pennington,SDGPC,46103,,,,Private,Private,,,,,,,RM05,DWF,SDSDS,US-SD,,,,,,2023-SDSDS-230055,No Decision,,,,2023/01/09 22:29:19+00,2023/01/18 22:43:35+00,0,,,{C94BD2F5-7A3D-4F7A-8965-66F36196E57A},{3291C171-C3D5-4AC8-8E20-8DC0472AACB0}
-118.287312176,33.8273248290001,293771,23873288,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,2023/01/09 22:34:00+00,,,,,,,,,OSCC,,,,,,LAC-010336,,WF,FI,33.82732,-118.2873,,,{BDE189C6-D69A-4DDD-B620-6230F5211811},,0,,,,,,010336,lacocad,,,,Los Angeles,CALACC,06037,,,,Private,Private,,,,,,,SC08,C&L,CALAC,US-CA,,,,,,2023-CALAC-010336,No Decision,,,,2023/01/09 22:36:48+00,2023/01/09 22:36:48+00,0,,,{B70C74C7-B978-445D-A585-FCC7BC8859C7},{5210A818-648F-436B-83F7-C66442810FF3}
-82.9961147289999,29.9813945390001,293775,23873289,,DEFAULT,,,ics209,0.2,,FLFIC,0,,,,,Minimal,,,,Human,,,,,2023/01/09 20:29:59+00,Type 5 Incident,,0,100,0,0,,,SACC,2023/01/09 22:55:30+00,2023/01/09 22:30:00+00,2023/01/09 22:44:59+00,F,Type 5 IC,E 27,"11186 US 27 BRANFORD, LAFAYETTE",WF,FI,,,,,{057AA3FC-F5EF-4CEE-8CE4-55BEECCD15AE},,0,,,,,0,230500017,ics209,100,100,BRANFORD,Lafayette,FLFIC,12067,,,,Private,Private,,,,,,,SA45A,DVF,FLFLS,US-FL,,,Short Grass (1 foot),,4,2023-FLFLS-230500017,No Decision,,,,2023/01/09 22:47:10+00,2023/01/09 22:55:30+00,0,,,{500BDB79-8FB0-4827-8467-4651ADBCC648},{1F9FBE7C-9273-4E23-872F-7F29F8FCF064}
-94.815377299,36.84767658,293781,23873285,,FIREREPORTING,2023/01/09 19:30:00+00,2023/01/23 18:00:00+00,wildcad,2.2,2.2,ARAOC,,,,,,,,,,Human,,,P456,,2023/01/09 18:49:59+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,DRAG,,WF,FI,36.84767,-94.81537,,,{805E93F8-65BC-4B73-8975-DF333E86C91B},,0,1,0,0,0,,000099,wildcad,,,,Ottawa,ARAOC,40115,,,,Private,Private,,,,,,,SA17A,BIA,OKMIA,US-OK,,,,,,2023-OKMIA-000099,No Decision,,,,2023/01/09 22:16:05+00,2023/01/23 20:35:01+00,0,,,{D3DB538E-6862-4209-8466-02B074BFCED0},{981357B4-3216-4C00-8D92-36D2A1217139}
-94.547587141,35.72522639,293782,23873286,,FIREREPORTING,2023/01/09 22:08:00+00,2023/01/23 18:00:00+00,wildcad,8.4,8.4,ARAOC,,,,,,,,,,Human,,,P457,,2023/01/09 20:00:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,FRANKLIN,,WF,FI,35.72522,-94.54758,,,{1D292574-F5FC-400B-A114-D4D301C46C1F},,0,1,0,0,0,,000100,wildcad,,,,Adair,ARAOC,40001,DVF,OKOKS,,State,Other,,,,,,,SA17A,TRIBE,OKCNA,US-OK,,,,,,2023-OKCNA-000100,No Decision,,,,2023/01/09 22:24:07+00,2023/01/23 20:34:48+00,0,,,{32A457E9-6EE2-4455-988C-C6A91E588291},{B9619A61-F87B-4908-B5F8-3E48A26064BB}
-110.603310635,32.1144350010001,293789,23873306,M8GT,DEFAULT,2023/01/10 02:48:59+00,2023/01/10 18:59:59+00,wildcad,,1,AZADC,,,,,,,,,,Human,,,,,2023/01/09 22:51:14+00,,2023/01/10 19:15:00+00,,,,,PN,1522,SWCC,,,,,,Pistol Hill ,,WF,FI,32.11482,-110.6028,2.71,,{B61D2AD4-6E28-4F1B-BD6F-BA0E61827EEA},,0,0,0,0,0,,230029,wildcad,,,,Pima,AZTDC,04019,,,,Private,Private,,,,,,,SW06S,DFFM,AZA3S,US-AZ,,,,,,2023-AZA3S-230029,No Decision,,,,2023/01/09 23:40:39+00,2023/01/11 14:51:30+00,0,,,{4050837F-2F0F-4C9F-8600-10E4DF49B651},{AE0A0D8F-916A-4DBA-A5F7-B3AE4749FB86}
-116.986913962,33.924506912,293814,23873321,,DEFAULT,,,cfcad,,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,2023/01/10 01:08:50+00,,,,,,,,,OSCC,,,,,,ELM AV  BEAU,,WF,FI,33.924502,-116.986902,,,{2DAD7DC8-6BEE-4B10-AE88-432B9BAD7388},,0,0,0,0,0,,004593,cfcad,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC08,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-004593,No Decision,,,,2023/01/10 01:24:17+00,2023/01/10 01:24:17+00,0,,,{70F1886E-474B-4958-8DEC-1FC5801966D8},{46C0A5C1-6B33-4399-B1CC-3E9F242C966C}
-116.51457788,33.932197939,293819,23873335,,DEFAULT,,,cfcad,,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,2023/01/10 02:25:19+00,,,,,,,,,OSCC,,,,,,16TH AV  DHSP,,WF,FI,33.932193,-116.514566,,,{E329CCA7-1431-48FB-A855-D0D331CC9F40},,0,0,0,0,0,,004631,cfcad,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-004631,No Decision,,,,2023/01/10 02:58:01+00,2023/01/10 02:58:01+00,0,,,{30BE7D03-316B-4509-81AC-998F8BA53D7A},{E3484269-D352-410F-9B7C-4A19D31DF3C0}
-119.380056634,36.8204930730001,293826,23873343,,DEFAULT,2023/01/10 06:17:30+00,2023/01/10 06:17:30+00,cfcad,0.01,0.01,CAFKCC,,,,,,,,,,Undetermined,,,,,2023/01/10 03:48:03+00,,,,,,,,,OSCC,,,,,,TRIMMER,,RX,FI,36.820488,-119.380044,,,{CB6D2162-BB6A-4CD5-8AEB-C5A14A0D0CEB},,0,0,0,0,0,,000620,cfcad,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC04,CAL FIRE,CAFKU,US-CA,,,,,,2023-CAFKU-000620,No Decision,,,,2023/01/10 06:16:58+00,2023/01/10 06:17:00+00,0,,,{61D0DFC9-43B4-40DC-A20A-606F16A8976B},{B45A81D4-8C51-471B-A7D2-1A68451BD60F}
-116.11773478,33.5384939140001,293828,23873344,,DEFAULT,2023/01/10 08:13:44+00,,cfcad,0.03,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,2023/01/10 06:40:05+00,,,,,,,,,OSCC,,,,,,70TH,,WF,FI,33.538489,-116.117723,,,{3C1021FF-AE28-4240-8E7F-804BC30E4364},,0,0,0,0,0,,004742,cfcad,,,,Riverside,CARRCC,06065,BIA,CASCA,,BIA,Federal,,,,,,,SC12,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-004742,No Decision,,,,2023/01/10 06:55:26+00,2023/01/10 08:13:12+00,0,,,{C6DEFB09-CA50-4255-81DA-E7E7AEC56E95},{B1642F87-D362-4BFB-A205-1B24123C73F2}
-116.505904877,33.903191936,293830,23873347,,DEFAULT,2023/01/10 07:57:18+00,,cfcad,0.06,0.01,CARRCC,,,,,,,,,,Undetermined,,,,,2023/01/10 06:48:25+00,,,,,,,,,OSCC,,,,,,BEACON,,WF,FI,33.903187,-116.505893,,,{5E9444B4-43B5-49A5-9682-E3F1A32B3A33},,0,0,0,0,0,,004744,cfcad,,,,Riverside,CARRCC,06065,,,,Private,Private,,,,,,,SC12,CAL FIRE,CARRU,US-CA,,,,,,2023-CARRU-004744,No Decision,,,,2023/01/10 07:37:19+00,2023/01/10 08:28:39+00,0,,,{78DB642A-F2D4-4DE9-A91B-7DEBD97C145F},{C44E5A53-20F6-48E8-9ACA-DD037AE1CBD6}
-79.166669439,35.2298402420001,293832,23873349,,DEFAULT,,,ics209,1,,NCNCSC,330,,,,,Moderate,,,,Human,,,,,2023/01/09 18:59:59+00,Type 5 Incident,,0,100,0,0,,,SACC,2023/01/10 13:08:46+00,2023/01/09 18:59:59+00,2023/01/09 20:29:59+00,F,Type 5 IC,Kelly Drive,"! mile east of Lobelia, NC",WF,FI,,,,,{0FADD75C-8816-4EBF-AC9A-52C9A5F3A737},,0,,,,,0,220054,IROC,100,100,Lobelia,Moore,NCNCC,37125,,,,Private,Private,,,,,,,SA32,DFR,NCNCS,US-NC,,,Short Grass (1 foot),,15,2023-NCNCS-220054,No Decision,,,,2023/01/10 13:08:46+00,2023/01/10 17:18:26+00,0,,,{FFC75988-DCDF-4DAC-90B1-836880EC42DD},{E051AC56-5C2F-442E-94CC-2C4F1DF43714}
-92.8054766989999,36.0271265320001,293833,23873352,,DEFAULT,2023/01/09 21:30:00+00,2023/01/09 23:29:59+00,wildcad,0.1,0.1,ARAOC,,,,,,,,,,Undetermined,,,P459,,2023/01/09 21:14:59+00,,,,,,,PP,1522,SACC,,,,,,Yokum Trail,,WF,FI,36.02712,-92.80547,0.1,,{329857BE-52D0-4E2C-8114-82BDF8D7F56A},,0,1,0,0,0,,000098,wildcad,,,,Searcy,ARAOC,05129,,,,Private,Private,,,,,,,SA17B,NPS,ARBUP,US-AR,,,,,,2023-ARBUP-000098,No Decision,,,,2023/01/10 14:14:40+00,2023/01/10 14:18:57+00,0,,,{994EC71D-959D-4F3F-B624-8ED49CAA19F1},{7FA315E4-2F5F-44DA-8E96-AE2EE71E2BA2}
-118.077322219,34.762734944,293835,23873350,,DEFAULT,,,lacocad,,0.01,CALACC,,,,,,,,,,Undetermined,,,,,2023/01/10 13:26:52+00,,,,,,,,,OSCC,,,,,,LAC-011203,,WF,FI,34.76273,-118.07731,,,{617F80EE-41D3-4F5F-A702-D28A48B107C1},,0,,,,,,011203,lacocad,,,,Los Angeles,CALACC,06037,USAF,CAEDAQ,,DOD,Federal,,,,,,,SC15,C&L,CALAC,US-CA,,,,,,2023-CALAC-011203,No Decision,,,,2023/01/10 13:30:48+00,2023/01/10 13:30:48+00,0,,,{148B4A2B-D6FB-4911-B58C-61DC5903D2A7},{B40C45E2-EEE9-45A4-AD06-94868977C272}
-89.2646354239999,30.683735599,293838,27367994,,FIREREPORTING,,,wildcad,412,1,MSMIC,,,,,,,,,,Undetermined,,,,,2023/01/10 14:53:51+00,,2023/01/17 21:51:00+00,,,,,,,SACC,,,,,,DE SOTO BB 8359   RX,,RX,FI,30.69561,-89.27922,,,{6F2A3ED5-B498-409E-B6CE-AA8CA4E676B3},,0,0,0,0,0,,000017,wildcad,,,,Stone,MSMIC,28131,USFS,MSMNF,,USFS,Federal,,,,,,,SA22A,USFS,MSMNF,US-MS,,,,,,2023-MSMNF-000017,No Decision,,,,2023/01/10 14:58:32+00,2023/04/03 16:27:22+00,0,,,{6F2A3ED5-B498-409E-B6CE-AA8CA4E676B3},{EA248B08-4EB6-4F15-BB6D-00BF46108DA1}
-94.866497268,36.2900064770001,293839,23873361,,FIREREPORTING,2023/01/09 21:00:00+00,2023/01/23 18:00:00+00,wildcad,0.2,0.2,ARAOC,,,,,,,,,,Human,,,P46B,,2023/01/09 20:45:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,CAP,,WF,FI,36.29,-94.86649,0.2,,{45B7BAAD-F8CF-41B2-9084-04F98E85F4A8},,0,1,0,0,0,,000102,wildcad,,,,Delaware,ARAOC,40041,TRIBE,OKCNA,,Tribal,Other,,,,,,,SA17A,TRIBE,OKCNA,US-OK,,,,,,2023-OKCNA-000102,No Decision,,,,2023/01/10 15:03:57+00,2023/01/23 20:34:25+00,0,,,{70B58DFA-86DA-48BE-B955-E7C625112B78},{310C6845-2968-4C1B-80A7-36684A2A7975}
-94.866497269,36.295286478,293840,23873365,,FIREREPORTING,2023/01/09 20:00:00+00,2023/01/23 18:00:00+00,wildcad,11.4,11.4,ARAOC,,,,,,,,,,Human,,,P46E,,2023/01/09 18:59:59+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,RACETRACK,,WF,FI,36.29528,-94.86649,11.4,,{BAA126DF-1FCF-4F80-A4EB-9512514BAC3E},,0,1,0,0,0,,000104,wildcad,,,,Delaware,ARAOC,40041,TRIBE,OKCNA,,Tribal,Other,,,,,,,SA17A,TRIBE,OKCNA,US-OK,,,,,,2023-OKCNA-000104,No Decision,,,,2023/01/10 15:13:34+00,2023/01/23 20:34:01+00,0,,,{850CA772-4C54-47F3-8D4A-6E3E788472A8},{90FC2765-F94E-4181-AA80-65434B778101}
-94.57876715,35.7326263900001,293842,23873360,,FIREREPORTING,2023/01/09 21:14:59+00,2023/01/23 18:00:00+00,wildcad,1.6,1.6,ARAOC,,,,,,,,,,Human,,,P46A,,2023/01/09 21:10:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,COLLINS,,WF,FI,35.73262,-94.57876,1.6,,{4380023F-AB76-46CE-96DC-126BA0DEC654},,0,1,0,0,0,,000101,wildcad,,,,Adair,ARAOC,40001,TRIBE,OKCNA,,Tribal,Other,,,,,,,SA17A,TRIBE,OKCNA,US-OK,,,,,,2023-OKCNA-000101,No Decision,,,,2023/01/10 14:59:25+00,2023/01/23 20:34:38+00,0,,,{9D396401-5C60-4987-A135-CF6CB4980AC7},{5E784C74-315E-4F78-BDE7-B76DB170867B}
-94.866497268,36.2900064770001,293844,23873364,,FIREREPORTING,2023/01/09 20:00:00+00,2023/01/23 18:00:00+00,wildcad,1.2,1.2,ARAOC,,,,,,,,,,Human,,,P46D,,2023/01/09 19:30:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,SHEPHERD,,WF,FI,36.29,-94.86649,1.2,,{898892CF-89BD-4389-841F-18D91AF4F247},,0,1,0,0,0,,000103,wildcad,,,,Delaware,ARAOC,40041,TRIBE,OKCNA,,Tribal,Other,,,,,,,SA17A,TRIBE,OKCNA,US-OK,,,,,,2023-OKCNA-000103,No Decision,,,,2023/01/10 15:07:01+00,2023/01/23 20:34:14+00,0,,,{AEE2883C-1E50-40E0-96E2-8C011F2F6DFF},{510F48B2-380F-42CE-B38A-61CF7B544AFA}
-89.534815952,38.020925064,293846,27367990,,FIREREPORTING,,,wildcad,365,1,ILILC,,,,,,,,,,Human,,,,,2023/01/10 14:18:11+00,Type 1 Prescribed Fire,2023/01/10 23:00:00+00,,,,,,,EACC,,,,,,Pyramid-Captain RX,,RX,FI,38.020918,-89.534812,120,,{E724C3F0-C5EA-41B3-90DA-730C9B3046F3},,0,1,0,0,0,0,230013,wildcad,0,,,Perry,ILILC,17145,DFR,ILILS,,State,Other,,,,,,,EA14,DFR,ILILS,US-IL,,,,,,2023-ILILS-230013,No Decision,,,,2023/01/10 14:22:00+00,2023/04/13 14:14:56+00,0,,,{E724C3F0-C5EA-41B3-90DA-730C9B3046F3},{9C716B53-7332-4AA0-B2B5-50D8E13A36BA}
-96.5645176419999,35.406346232,293849,23873373,,FIREREPORTING,2023/01/09 22:25:00+00,2023/01/23 18:00:00+00,wildcad,7,7,ARAOC,,,,,,,,,,Human,,,P46K,,2023/01/09 20:00:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,CARPENTER,,WF,FI,35.40634,-96.56451,,,{4B84D091-D531-489C-AEFC-C0FAEA3F9AEE},,0,1,0,0,0,,000109,wildcad,,,,Okfuskee,ARAOC,40107,,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,,,,,,2023-OKOMA-000109,No Decision,,,,2023/01/10 15:48:57+00,2023/01/23 20:29:51+00,0,,,{01EF12DA-994C-4B58-BDB5-7806A16DCF0F},{EC2CA8B1-A8E2-490B-A15C-97C00FCB0E38}
-94.8617872679999,36.3098064810001,293850,23873367,,FIREREPORTING,2023/01/08 21:59:59+00,2023/01/23 18:00:00+00,wildcad,0.1,0.1,ARAOC,,,,,,,,,,Human,,,P46F,,2023/01/08 20:00:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,DUDE,,WF,FI,36.3098,-94.86178,0.1,,{099261EE-A7F8-4DD2-BF59-503F632A7F6C},,0,1,0,0,0,,000105,wildcad,,,,Delaware,ARAOC,40041,TRIBE,OKCNA,,Tribal,Other,,,,,,,SA17A,TRIBE,OKCNA,US-OK,,,,,,2023-OKCNA-000105,No Decision,,,,2023/01/10 15:17:19+00,2023/01/23 20:31:33+00,0,,,{243B2262-DA21-4D94-853F-F4BE4EC3DBDD},{14410350-8F6B-46EC-944E-9CC05948E7F8}
-95.925777717,38.2969167700001,293851,23873366,,DEFAULT,,,wildcad,160,1,COPBC,,,,,,,,,,Undetermined,,,,,2023/01/10 15:13:01+00,,,,,,,,,RMCC,,,,,,Horseshoe RX,,RX,FI,38.29691,-95.92577,160,,{7CC3D2B3-487F-48C0-86B8-A2AD04AADF82},,0,1,0,0,0,,000010,wildcad,,,,Coffey,COPBC,20031,FWS,KSFLR,,USFWS,Federal,,,,,,,RM28,FWS,KSFLR,US-KS,,,,,,2023-KSFLR-000010,No Decision,,,,2023/01/10 15:15:24+00,2023/01/10 15:20:18+00,0,,,{C1F616BF-5950-4EEC-AD18-0CE2BC1FDFC5},{5A2DB98F-D5E6-4997-A605-3FBD4D2BA325}
-96.83449766,34.6985260910001,293853,23873369,,FIREREPORTING,2023/01/10 00:59:59+00,2023/01/23 18:00:00+00,wildcad,44,44,ARAOC,,,,,,,,,,Human,,,P46G,,2023/01/09 19:30:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,ICE,,WF,FI,34.69852,-96.83449,,,{2C3F6A76-1E3A-4EE6-A548-320B21C89D62},,0,1,0,0,0,,000106,wildcad,,,,Pontotoc,ARAOC,40123,,,,Private,Private,,,,,,,SA03,BIA,OKCHA,US-OK,,,,,,2023-OKCHA-000106,No Decision,,,,2023/01/10 15:32:30+00,2023/01/23 20:31:20+00,0,,,{6E923BCF-DF0C-4B8A-976A-6D71461832D0},{FC0D8460-EADE-4202-B18D-FACD4C98D7F7}
-96.507307591,34.914116146,293855,23873371,,FIREREPORTING,2023/01/10 14:00:00+00,2023/01/23 18:00:00+00,wildcad,2.5,2.5,ARAOC,,,,,,,,,,Human,,,P46H,,2023/01/09 21:30:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,STUMP,,WF,FI,34.91411,-96.5073,2,,{DAA906E3-464A-4F51-849B-7A9744A8E4EA},,0,1,0,0,0,,000107,wildcad,,,,Seminole,ARAOC,40133,,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,,,,,,2023-OKWEA-000107,No Decision,,,,2023/01/10 15:38:16+00,2023/01/23 20:31:04+00,0,,,{FE445F18-6D6A-4E15-A36B-FEF028F9EE65},{6C4345D9-7E48-4369-B803-4ED22429902D}
-96.632137639,35.13229618,293857,23873372,,FIREREPORTING,2023/01/10 03:30:00+00,2023/01/23 18:00:00+00,wildcad,4.6,4.6,ARAOC,,,,,,,,,,Human,,,P46J,,2023/01/10 02:29:59+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,BULLDOG,,WF,FI,35.13229,-96.63213,,,{5EF608F6-57DD-49A8-8DFC-C520D3AE15AD},,0,1,0,0,0,,000108,wildcad,,,,Seminole,ARAOC,40133,,,,Private,Private,,,,,,,SA03,BIA,OKWEA,US-OK,,,,,,2023-OKWEA-000108,No Decision,,,,2023/01/10 15:45:04+00,2023/01/23 20:30:49+00,0,,,{F1384589-0D1F-4DDD-8BA3-CE4FB60D07E2},{BDF0AC02-796D-4A7A-8217-B68F04DB1BEF}
-81.1132729839999,27.0382749830001,293858,23873374,,DEFAULT,,,wildcad,121,1,FLFIC,,,,,,,,,,Undetermined,,,,,2023/01/10 15:49:57+00,,,,,,,,,SACC,,,,,,SEA SW11 0110,,RX,FI,27.03827,-81.11327,125,,{E44FE76B-2288-4909-9AD7-BB8FC66A77A1},,0,0,0,0,0,,000083,wildcad,,,,Glades,FLFIC,12043,BIA,FLSEA,,BIA,Federal,,,,,,,SA48,BIA,FLSEA,US-FL,,,,,,2023-FLSEA-000083,No Decision,,,,2023/01/10 15:59:21+00,2023/01/10 22:23:36+00,0,,,{031E9C6A-F6B7-4C26-97A9-8450F5B2CC13},{563411D3-427B-4B26-9865-54E44D3C12BD}
-96.3006375479999,35.04329618,293859,23873376,,FIREREPORTING,2023/01/09 22:30:00+00,2023/01/23 18:00:00+00,wildcad,3.6,3.6,ARAOC,,,,,,,,,,Human,,,P46L,,2023/01/09 20:13:00+00,,2023/01/23 18:00:00+00,,,,,PA,1522,SACC,,,,,,JACKPOT,,WF,FI,35.04329,-96.30063,,,{12C9A05F-E43D-40E3-A954-D39EFF1DC496},,0,1,0,0,0,,000110,wildcad,,,,Hughes,ARAOC,40063,,,,Private,Private,,,,,,,SA17A,BIA,OKOMA,US-OK,,,,,,2023-OKOMA-000110,No Decision,,,,2023/01/10 16:14:51+00,2023/01/23 20:29:36+00,0,,,{70C373D8-BEC6-4E7F-A150-5CCC44A111BD},{9D6E4151-5982-4DEA-95B6-782B136391A5}
